number,state,value,mlflow_run_id,param.colsample_bytree,param.learning_rate,param.max_depth,param.min_child_weight,param.n_estimators,param.reg_alpha,param.reg_lambda,param.subsample,user_attr.effective_device,user_attr.objective_metric,user_attr.objective_value
0,COMPLETE,0.23417043740573154,4aaa0d5bc6934ea1a6dbc61b639b929f,0.6624074561769746,0.10790061933340454,10,2.0919616423534184,160,2.231010801867921e-06,2.962151658830348,0.8394633936788146,cuda:0,pr_auc,0.23417043740573154
1,PRUNED,0.00851902628104752,3e2ba6e444604d498f4b471be94f85f6,0.9329770563201687,0.02097077545038924,8,2.486373774747933,240,1.2329623163659841e-05,0.20492680115417347,0.9879639408647978,,,
